"PublisherLabel" "RegistrationDate" "Ethnicity" "Nationality" "Reason" "Need" "Age" "DecisionDate" "Decision" "DecisionCode"
"London Borough of Hounslow" 2007-02-07 "White: British" "Not Rec" "eviction - parents" "pregnant" 21 2007-02-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-07 "Black/BlkBrit: Other" "Not Rec" "sleeping rough" "no priority need" 20 2007-02-20 "no priority need" 3
"London Borough of Hounslow" 2007-02-07 "Black/BlkBrit: African" "Not Rec" "end NASS accommodation" "care leaver under 21 yrs" 20 2007-02-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-08 "Black/BlkBrit: Other" "Not Rec" "leaving care" "care leaver under 21 yrs" 20 2007-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-08 "Asian/AsBrit: Other" "Not Rec" "loss of rented - other" "dependent children" 27 2007-05-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-08 "White: Other" "Not Rec" "loss of rented - other" "dependent children" 32 2007-08-07 "not elig, other" 5
"London Borough of Hounslow" 2007-02-09 "White: British" "Not Rec" "loss of rented - other" "dependent children" 23 2007-02-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-09 "White: British" "Not Rec" "eviction - parents" "dependent children" 21 2007-02-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-09 "White: British" "UK National" "leaving prison" "vulnerable - old age" 67 2007-08-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-09 "White: Other" "Other EEA National" "resident llord eviction" "dependent children" 29 2007-08-31 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-09 "Black/BlkBrit: African" "Not Rec" "eviction - relatives" "young person 16/17 yrs" 17 2007-10-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-12 "Black/BlkBrit: Other" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2007-04-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-12 "No Information Provided" "Not Rec" "DV - partner" "alcohol dependency" 43 2007-06-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-12 "White: British" "Not Rec" "loss of rented - other" "dependent children" 24 2007-10-17 "Intentionally homeless" 2
"London Borough of Hounslow" 2007-02-13 "White: British" "Not Rec" "DV - partner" "domestic violence/ threat" 35 2007-02-16 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-13 "Other" "Not Rec" "end AST not arrears" "dependent children" 39 2007-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-13 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 32 2007-02-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-14 "Other" "Not Rec" "leaving hospital" "vulnerable-mental illness" 44 2007-02-14 "resettlement case" 1
"London Borough of Hounslow" 2007-02-14 "White: British" "Not Rec" "eviction - parents" "dependent children" 16 2007-03-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-14 "Other" "Not Rec" "leaving hospital" "vulnerable-mental illness" 44 2007-04-13 "section 198 out" 1
"London Borough of Hounslow" 2007-02-14 "White: British" "Not Rec" "eviction - parents" "pregnant" 18 2007-07-02 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-15 "Mixed: White/Black Caribn" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2007-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-15 "Black/BlkBrit: Other" "Not Rec" "end NASS accommodation" "dependent children" 31 2007-03-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-15 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 31 2007-05-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-15 "Other" "Not Rec" "end AST not arrears" "dependent children" 35 2007-10-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-16 "Mixed: Other" "Not Rec" "leaving prison" "dependent children" 19 2007-02-16 "resettlement case" 1
"London Borough of Hounslow" 2007-02-16 "White: British" "Not Rec" "eviction - parents" "vulnerable - other" 18 2007-02-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-16 "Asian/AsBrit: Indian" "Not Rec" "loss of rented - other" "dependent children" 39 2007-03-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-16 "Mixed: Other" "Not Rec" "leaving prison" "dependent children" 19 2007-03-20 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-16 "White: Other" "Not Rec" "eviction - friends" "vulnerable - physical" 39 2007-03-26 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-19 "White: Other" "Poland" "DV - partner" "domestic violence/ threat" 35 2007-03-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-19 "White: British" "Not Rec" "other" "drug dependency" 28 2007-05-14 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-19 "Black/BlkBrit: Other" "UK National" "eviction - friends" "dependent children" 30 2007-05-21 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-19 "White: Irish" "UK National" "end AST not arrears" "vulnerable - old age" 64 2007-11-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-20 "Asian/AsBrit: Indian" "Not Rec" "loss of rented - other" "vulnerable-mental illness" 29 2007-02-20 "resettlement case" 1
"London Borough of Hounslow" 2007-02-20 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 45 2007-03-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-22 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "pregnant" 24 2007-03-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-22 "Black/BlkBrit: African" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2007-03-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-22 "No Information Provided" "UK National" "end AST not arrears" "dependent children" 18 2007-04-12 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-22 "White: British" "Not Rec" "relationshp brkdwn not DV" "vulnerable - old age" 77 2007-09-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-23 "White: British" "Not Rec" "leaving hospital" "no priority need" 43 2007-03-02 "no priority need" 3
"London Borough of Hounslow" 2007-02-23 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 31 2007-09-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-26 "Black/BlkBrit: African" "Not Rec" "eviction - friends" "dependent children" 24 2007-04-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-26 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 45 2007-04-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-26 "White: British" "Not Rec" "eviction - parents" "pregnant" 22 2007-06-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-26 "Asian/AsBrit: Pakistani" "UK National" "eviction - friends" "vulnerable - physical" 55 2007-10-23 "Intentionally homeless" 2
"London Borough of Hounslow" 2007-02-26 "Asian/AsBrit: Pakistani" "UK National" "eviction - friends" "vulnerable - physical" 57 2009-04-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-27 "White: British" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 47 2007-02-27 "resettlement case" 1
"London Borough of Hounslow" 2007-02-27 "Asian/AsBrit: Indian" "Not Rec" "mortgage arrears" "dependent children" 46 2007-03-15 "Not Homeless" 4
"London Borough of Hounslow" 2007-02-27 "White: British" "Not Rec" "eviction - relatives" "pregnant" 20 2007-03-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-27 "White: British" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 47 2007-03-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-27 "Asian/AsBrit: Other" "Not Rec" "loss of rented - other" "dependent children" 25 2007-04-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-27 "White: British" "Not Rec" "eviction - parents" "dependent children" 22 2007-07-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-27 "White: British" "Not Rec" "returned from abroad" "vulnerable - old age" 86 2007-08-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-27 "Black/BlkBrit: Caribbean" "UK National" "eviction - parents" "young person 16/17 yrs" 17 2007-10-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-02-28 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 48 2007-03-06 "not elig, other" 5
"London Borough of Hounslow" 2007-03-01 "Asian/AsBrit: Other" "Not Rec" "DV - partner" "dependent children" 36 2007-04-12 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-01 "Asian/AsBrit: Other" "Not Rec" "eviction - relatives" "vulnerable - old age" 67 2007-05-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-02 "Black/BlkBrit: African" "Not Rec" "end NASS accommodation" "young person 16/17 yrs" 16 2007-05-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-06 "Black/BlkBrit: Other" "Not Rec" "loss of rented - other" "vulnerable-mental illness" 22 2007-03-06 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-06 "White: British" "Not Rec" "DV - partner" "dependent children" 23 2007-03-12 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-06 "Black/BlkBrit: Other" "Not Rec" "leaving care" "care leaver under 21 yrs" 20 2007-07-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-06 "Mixed: Other" "Not Rec" "end AST not arrears" "vulnerable - other" 30 2007-09-04 "no priority need" 3
"London Borough of Hounslow" 2007-03-07 "Chinese" "Not Rec" "end NASS accommodation" "young person 16/17 yrs" 17 2007-03-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-08 "White: Other" "Not Rec" "loss of rented - other" "dependent children" 32 2007-05-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-08 "Asian/AsBrit: Other" "Not Rec" "end tied accommodation" "dependent children" 40 2007-07-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-09 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 16 2007-03-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-09 "White: British" "Not Rec" "DV - assoc pers not partn" "vulnerable - physical" 47 2007-04-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-09 "White: British" "Not Rec" "DV - assoc pers not partn" "vulnerable - physical" 47 2007-04-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-09 "White: British" "Not Rec" "leaving prison" "vulnerable-mental illness" 31 2007-05-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-09 "Asian/AsBrit: Indian" "Not Rec" "eviction - parents" "vulnerable - physical" 19 2007-05-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-12 "White: British" "Not Rec" "eviction - parents" "dependent children" 20 2007-04-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-13 "Black/BlkBrit: African" "Not Rec" "eviction - parents" "pregnant" 19 2007-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-13 "Mixed: Other" "Not Rec" "eviction - parents" "young person 16/17 yrs" 17 2007-05-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-14 "Black/BlkBrit: African" "Not Rec" "eviction - parents" "dependent children" 17 2007-03-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-14 "White: British" "Not Rec" "relationshp brkdwn not DV" "vulnerable-mental illness" 30 2007-08-06 "no priority need" 3
"London Borough of Hounslow" 2007-03-15 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 28 2007-03-29 "section 198 out" 1
"London Borough of Hounslow" 2007-03-15 "White: British" "Not Rec" "eviction - parents" "pregnant" 19 2007-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-15 "White: British" "Not Rec" "loss of rented - other" "vulnerable-mental illness" 46 2007-06-13 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-15 "Black/BlkBrit: Caribbean" "Not Rec" "DV - assoc pers not partn" "domestic violence/ threat" 21 2007-10-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-16 "Black/BlkBrit: African" "Not Rec" "eviction - parents" "vulnerable - physical" 25 2007-03-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-16 "White: British" "Not Rec" "loss of rented - other" "dependent children" 30 2007-05-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-16 "Asian/AsBrit: Other" "Non-EEA National" "end NASS accommodation" "former refugee/ex-asylum" 17 2007-09-13 "no priority need" 3
"London Borough of Hounslow" 2007-03-16 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "vulnerable - old age" 75 2007-09-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-16 "Asian/AsBrit: Other" "Non-EEA National" "end NASS accommodation" "former refugee/ex-asylum" 18 2008-05-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-19 "Asian/AsBrit: Other" "Not Rec" "end NASS accommodation" "young person 16/17 yrs" 17 2007-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-19 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 49 2007-05-14 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-19 "White: Other" "Not Rec" "eviction - relatives" "dependent children" 27 2007-06-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-19 "Asian/AsBrit: Bangladeshi" "Not Rec" "eviction - parents" "dependent children" 29 2007-06-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-19 "White: British" "Not Rec" "eviction - relatives" "dependent children" 23 2007-06-27 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-20 "Black/BlkBrit: African" "Not Rec" "end NASS accommodation" "young person 16/17 yrs" 18 2007-04-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-20 "White: British" "Not Rec" "eviction - parents" "vulnerable-mental illness" 45 2007-05-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-20 "White: British" "Not Rec" "eviction - relatives" "pregnant" 19 2007-06-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-21 "White: British" "UK National" "eviction - parents" "vulnerable-mental illness" 28 2007-05-29 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-21 "White: British" "UK National" "rent arrears - HA" "dependent children" 33 2007-07-26 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-21 "Black/BlkBrit: African" "Not Rec" "eviction - parents" "young person 16/17 yrs" 16 2007-08-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-22 "White: British" "Not Rec" "returned from abroad" "vulnerable - physical" 64 2007-03-30 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-22 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 43 2007-04-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-22 "White: British" "Not Rec" "eviction - parents" "dependent children" 33 2007-05-29 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-22 "Asian/AsBrit: Other" "Not Rec" "leaving prison" "vulnerable-mental illness" 38 2007-07-23 "resettlement case" 1
"London Borough of Hounslow" 2007-03-23 "Other" "Not Rec" "end NASS accommodation" "former refugee/ex-asylum" 36 2007-06-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-26 "Asian/AsBrit: Pakistani" "UK National" "loss of rented - other" "dependent children" 20 2007-04-16 "Not Homeless" 4
"London Borough of Hounslow" 2007-03-26 "Asian/AsBrit: Indian" "Not Rec" "unsuitable, unfit proprty" "dependent children" 38 2007-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-26 "Asian/AsBrit: Indian" "Not Rec" "end NASS accommodation" "care leaver under 21 yrs" 18 2007-05-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-26 "White: British" "Not Rec" "eviction - parents" "young person 16/17 yrs" 18 2007-07-02 "no priority need" 3
"London Borough of Hounslow" 2007-03-27 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 40 2007-04-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2007-03-27 "Black/BlkBrit: African" "Not Rec" "loss of rented - other" "dependent children" 32 2007-04-27 "approved permanent rehous" 1
